,Site,Text
1020,/wiki/Diamonds_Are_Forever_(Radio_Play),"Diamonds Are Forever was a radio drama adaptation of Ian Fleming's 1958 novel that first aired on July 25, 2015 on the BBC's main spoken-word channel, Radio 4. It was the last of five new James Bond radio plays produced by the station and starred Toby Stephens as the titular character for the fifth time.
"
1021,/wiki/Gun_barrel_sequence,"The gun barrel sequence is an iconic opening to every official James Bond film beginning with the first, Dr. No in 1962. The sequence is credited to Maurice Binder, a famous title designer who created the opening titles for 14 Bond films. The look of the sequence was achieved with a pin hole camera shooting through a real gun barrel.
In the sequence, a series of white dots scroll across the screen from (the viewer's perspective) left to right. Upon reaching the extreme right of the screen, the dot changes to the view through the barrel of a gun. The gun barrel is seen from the assassin's perspective — looking down at a walking James Bond, who quickly turns and shoots; the scene reddens (signifying the spilling of the gunman's blood), the gun barrel dissolves to a circle, and the film begins.
Simmons hops slightly as he pivots to assume the firing position and, following the blood wash, the dot becomes smaller and jumps to the lower right-hand corner of the frame before simply vanishing.
In Dr. No (1962), the white dot stops mid-screen and the credit line ""Harry Saltzman & Albert R. Broccoli present"" appears across the dot. The text is wiped and the dot continues the sequence. The sequence is accompanied by a soundtrack of electronic noises and then numerous notes that sound like they are being plinked from a wind-up jack in the box; the latter is cut short by the gunshot. The ""James Bond Theme"" then plays very loudly, albeit with the first portion, featuring the theme's faced plucked electric guitar riff, is truncated. The gun barrel sequence in Dr. No segues directly into the credits, a grid matrix of large-scale, bright and rapidly changing coloured circular dots against a black background. This version, without the electronic noises or the Saltzman-Broccoli credit line, was also used in From Russia with Love (1963) and Goldfinger (1964).
Bond wobbles slightly while firing his gun as he adjusts his balance from an unstable position and he bends over to fire. Although the sequence was shot in colour for Thunderball, it is rendered in black and white for  You Only Live Twice (1967).
With a new actor, George Lazenby, in the role of James Bond for On Her Majesty's Secret Service (1969), a third sequence had to be filmed. As with Thunderball, the sequence was once again shot in colour.
In this rendering, the white dot stops mid-screen and the credit line ""Harry Saltzman and Albert R. Broccoli Present"" appears, much as it did in Dr. No. The James Bond theme keeps playing though. As the barrel begins to move and when it stops centre-screen, Bond is walking to position for around a second before turning and shooting as the camera tracks with him, resulting in a ""treadmill"" effect. Lazenby is the only Bond who kneels down to fire; this is also the only version where the descending blood completely erases Bond's image, leaving only the red circle. In this version, the gun barrel is awash with prismatic splashes of light.
When Sean Connery returned to the role of Bond for Diamonds are Forever (1971), the gun barrel sequence filmed for Thunderball was used. As with You Only Live Twice, the sequence was rendered in black and white, but was given a bluish tint. As in On Her Majesty's Secret Service, the barrel is awash with prismatic splashes of light, which this time ripple through it. Unlike On Her Majesty's Secret Service, the splashes of light are erased by the descending blood. This was the last time the sequence was rendered in black and white until Casino Royale. This is also the last gun barrel sequence in which Bond wears a hat.
With the introduction of Roger Moore, and the use of a 1.85:1 matted aspect ratio, a fourth sequence was shot. It was used for just two films: Live and Let Die (1973) and The Man with the Golden Gun (1974). Moore wears a business suit and uses both hands to fire his gun, his left hand bracing his gun arm.
This is the first gun barrel sequence in which Bond is not wearing a hat.
The dots that start the gun barrel in The Man with the Golden Gun are blue but in subsequent releases the dots are white.
In The Living Daylights (1987), Timothy Dalton fires with only one hand unlike Moore, and leans towards the right of the screen, crouching slightly. As with the openings for Spy Who Loved Me and Moonraker (the latter of which used a near-identical arrangement of the theme), the blood-flow effect begins before Bond's gun fires. This sequence was reused in Licence to Kill (1989) but with a different theme composed by the late Michael Kamen. The blood in the second sequence begins flowing at the moment of Bond's gunshot, rather than before. These were the last to be presented in non-computer-generated format and the last to be designed by Maurice Binder before his death in 1991.
Following Maurice Binder's death in 1991, Daniel Kleinman became the designer of the Bond opening graphics. Beginning with GoldenEye (1995), the barrel was computer-generated (but still resembles the original images of the barrel itself) emphasising light and shade variations in the rifling spiral as the reflected light shifts with the gun's movement. Like Dalton, Brosnan shoots one-handed. Unlike the previous Bonds, he remains bolt upright as he fires, with his gun arm extended straight at the camera. The blood in this sequence is noticeably darker and falls faster than in previous incarnations; in keeping with this new pace, the main melody line of the James Bond Theme is omitted in all of Brosnan's gunbarrel sequences, save for Die Another Day (additionally, in GoldenEye, a one-off radical rearrangement of the theme is used which is not immediately recognizable). This sequence was also reused in Tomorrow Never Dies (1997) and The World Is Not Enough (1999).
For Die Another Day (2002), Lee Tamahori, the film's director, requested that a CG bullet be added into the sequence, which is seen zooming from Bond's gun towards the viewer and disappearing, suggesting that Bond has fired straight into his opponent's weapon.
The gun barrel sequence was revised again for Daniel Craig's first portrayal of Agent 007 in Casino Royale (2006) (not rip off). Unlike previous installments, the gun barrel sequence does not open the film as a standalone segment: it is part of the plot. Having committed the first kill on his way to becoming a Double-O agent, Bond stops to pick up his gun from the floor but his victim, Fisher, who is a henchman of rogue MI6 section chief Dryden, recovers and seizes his own weapon. As Fisher brings his pistol up to shoot Bond in the back, the frame shifts instantly to the gun barrel perspective; Bond spins around to outshoot his opponent. Like Dalton and Brosnan, Craig shoots one-handed.
This sequence differs considerably from previous versions: it is incorporated into the film's narrative; it begins with Bond standing stationary (although he was walking toward the door before turning); it is not filmed against a blank white void and it includes the person whom Bond shoots. In keeping with the black-and-white theme of the pre-title sequence of the film, it is also the first to be presented in monochrome since Diamonds are Forever (1971) and the first in which Bond is wearing neither a business suit nor a dinner suit.
Furthermore, the computer-generated rifling is microgroove rather than the traditional eight rifling grooves, and the blood comes down the screen quickly, not in a wave, but in rivulets. This is also the first gun barrel sequence without some variation of the ""James Bond Theme"" as, instead, it is accompanied by the opening bars of the film's theme song, ""You Know My Name"".
A redesigned and more traditional-looking gun barrel sequence is reinstated for Quantum of Solace (2008). As the result of a late decision – after a final cliffhanger scene was cut by director Marc Forster – it is placed at the end of the film, immediately preceding the closing titles, resulting in some cinema-goers rising to leave as soon as it began.
This version of the sequence was created by design house MK12, which had replaced Daniel Kleinman as main title designer for the film. The white dot moves through the frame noticeably faster than the previous versions and opens much faster as well. The rifling of the barrel is entirely new with grooves set farther apart than the traditional image used until Die Another Day. Notably, the single dot and its trailing images that traditionally precede the gun barrel sequence also appear in flashes during the opening titles, transforming into letters in the credits, such as the 'C' in the name of actress Judi Dench.
The initial shot of the opening title sequence to ""Another Way to Die"" is meant to resemble the gunbarrel sequence.
The sequence appears at the start of 2015 film Spectre utilising a refined version of the the original Maurice Binder design after a 13 year absence, but uses similar blood effects to Craig's two earlier Bond movies. The lighting then adjusts, soon after Bond fired his gun, silhouetting Bond's figure as the blood falls down. Like Dalton and Brosnan, Craig shoots one-handed.
The sequence appears at the beginning of the 2021 film No Time To Die with its gun barrel utilising the glimmer effect (Craig's silhouette is reflected through the gun barrel's shiny interior) for the first time since 1971 similar to Quantum of Solace's gun barrel but with a much simpler design.  In the international releases, the sequence begins just as the monochrome-filtered shortened version of the Universal Pictures logo fades to become the traditional white dot seen in almost all the gun barrel sequences.  The white dot moves left to the offscreen before it reverts to the traditional dot blinking sequence from left to right.  In the US releases however, the Universal logo is omitted.  From the MGM logo it just cuts to the traditional dot blinking sequence.  Craig wears a dinner suit for the first time since Die Another Day, where Brosnan had a dinner suit. This time, Craig swings his left arm towards the camera and also walks at the same pace as the Quantum of Solace sequence.  After turning towards the camera, he shoots the gun from the right of his chest, arching slightly to the right.  For the very first time, the blood effects are omitted and is replaced with a fade to white.  The camera transitions into the opening scene by zooming through the barrel, midway through the barrel, the scene fades inward and reflects through the gun barrel's interior before the gun barrel's interior disappears offscreen. After the film's lengthy prologue, the film's title sequence begins with ""coloured dot"" elements similar to those at the beginning of Dr. No which were, in turn, originally indicative of the gun barrel.
"
1022,/wiki/A_Hard_Man_to_Kill,"A Hard Man to Kill was the first and only James Bond short story in the Young Bond series, written by Charlie Higson in 2009. Its story is set between the books Hurricane Gold and By Royal Command and involves James Bond travelling back to London aboard the French ocean liner SS Colombie. It was first featured in the paperback reprint of Higson's 2008 novel By Royal Command and was subsequently included in the series companion book, Danger Society: The Young Bond Dossier.
The story begins in the spring of 1934 as a group of men led by Emil Lefebvre murder a Venezuelan customs officer. Some time later James Bond and his aunt Charmian conclude a Caribbean yacht cruise with the compliments of Jack Stone. They sail into Pointe-à-Pitre, Guadeloupe and depart for Plymouth aboard the SS Colombie - alongside a captured French war criminal named General Charles Caiboche. Onboard they play a competitive game of bridge against Lefebvre and James makes friends with one of the gendarme officers guarding Caiboche - a young man named René Mathis. James unexpectedly finds Wilder Lawless, a girl he had met a year prior in Scotland. She is now working with her father transporting horses across the Atlantic. They spend the following day with each other and he reluctantly goes with her to see her equine friends in the hold. Whilst there they witness Lefebvre and his men taking weapons from crates they had brought on-board in Venezuela. Investigating further they find the corpse of the customs officer at the bottom of a crate and attempt to sabotage the villains' plans by throwing their ammunition overboard.
The teenagers approach the ship's first officer for assistance, but are betrayed and taken to Lefebvre's suite. It is revealed that they are ex-Legion soldiers posing as a French gymnastics team - their goal is to liberate Caiboche during a performance and escape on-board another vessel. To protect Wilder, James reluctantly goes with Emil to show him where he hid the ammo; during which he stabs the villain through the foot and makes for the gendarme suite for help. He discovers that Caiboche has murdered his captors and, chased by the bulky man, James locks himself in the bathroom. Mathis is hiding inside and the pair attempt to make to warn the ship's captain. James climbs over the edge of the ship and enters the villains' suite via the smoking balcony. He rescues Wilder and, as they clamber up the side, a shootout breaks out between Mathis and the ""gymnastics team"". As the ship's crew intervene Caiboche deprives them of a chance to take him into custody and leaps off the balcony (seemingly to his death). As Bond sails onward toward home a submarine surfaces alongside Caiboche - proving him to be a hard man to kill.
"
1023,/wiki/Henchmen,"A henchman is an assassin, hired guard or minion of a Bond villain. Each villain has numerous henchmen to do their bidding, but there is usually a privileged member who is a formidable physical threat to Bond. Henchmen range from adept and tough fighters like Red Grant to those with seemingly superhuman physical characteristics like Jaws.
For a complete list of henchmen sorted by film, visit the Henchmen page.
"
1024,/wiki/Another_Way_to_Die_(song),"Another Way to Die is the theme song of the Bond film Quantum of Solace. The song was written by Jack White and performed by both White and Alicia Keys. Despite the collaboration being highly anticipated because of the artists involved and the fact that it was the first duet for a Bond theme, the song received negative reception, with most fans and critics feeling that it didn't relate to the Bond films.
"
1025,/wiki/Colonel_Toro_(Ken_Norris),"Colonel Luis Toro was a fictional Latin American military officer. An antagonist portrayed by actor Ken Norris, the character appeared in the pre-title sequence of EON Productions' 1983 James Bond film, Octopussy.
In the pre-title sequence of Octopussy, James Bond is dispatched to destroy an enemy spy plane. Travelling under the guise of a horse trainer, Bond disguises himself as Colonel Toro (complete with a fake moustache, uniform and ID card) in order to access the facility. However, the real Toro notices 007 entering the aircraft hangar and blows his cover before he can complete his mission. Minutes later, Bianca spots Toro's paratrooper guards driving away with a captured Bond and helps free him. 007 attempts to escape in an Acrostar Bede Jet hidden in the back of his Land Rover's horse trailer and uses one of his enemies' own heat-seeking ground-to-air missiles to destroy the hangar with Toro inside.
"
1026,/wiki/Hot-Shot,"Hot-Shot was a series of comic strips that ran in The Daily Express newspapers in 1976. It was reprinted along with other James Bond comics in the Nightbird paperback book.
When Fatima Khalid is chained to the top of a tower to be vulture bait, James Bond hovers in to save her with his Heli-pack. Elsewhere, a jet liner is mysteriously downed on the orders of a Mr. Huliraya. At MI6 headquarters, M is notified of this, the fifth airline crash that the Eblis terrorists had taken credit for, and noting that Bond is in the area, voices hopes that he is on to something. After rescuing Khalid and confirming her identity, Bond asks Fatima about her Eblis connections. Fatima however, despite being a Palestinian freedom fighter, was not connected to Eblis, and considered them maniacs whom she was hunting herself. She suspects that Eblis is a front organization designed to lose support for the Palestinians, and she was on her way to meet a contact named Ibn Awad, who claimed to have discovered the head of Eblis when she was captured. She leads Bond to the warehouse where she and Awad had arranged to meet, but they discover Awad's body, allegedly mauled by a tiger. The lights then cut out and they hear the tiger's roar. Bond picks up a chair and advances in the dark before discovering that the tiger had been a recording on a miniature tape deck. They were however, able to take a note from Awad's hand, reading ""Huliraya"". Being unable to decipher its meaning, Bond takes it to Indian Intelligence, and is informed that Huliraya is the wealthiest businessman in all of India. Bond brings his case up with Bill Tanner, who is able to confirm that Awad was one of fifteen victims killed by tigers in the last year, and that Huliraya's ship had been spotted near one of the places that the airliners had crashed.
Bond goes to investigate the ship, and discovers that Huliraya is not on board, and that he had taken his private helicopter away to an undisclosed location. Bond was quickly thrown off the ship, but on reporting his findings to M and Tanner, he proposes that Huliraya is secretly Dr. Julius No. He then receives a phone call from Khalid, revealing that she had discovered a villa called the House of the Tiger, and suspected it was connected to Huliraya. Justa after she hangs up she is taken away by a man with tiger paw gloves. Tanner then informs M that an American Optic Physics expert named Dr. Frank Mulroy had last been located at Huliraya's company before the airline disasters. When James lands in Tangier, he is ambushed and taken captive by some of Fatima's fellow freedom fighters, who accompany him to the House of the Tiger, where he requests to see Mulroy. He is told by the Company Secretary that Mulroy was discharged, and then returns to the car to tell his associates that if Fatima was kidnapped, the orders came from the House of the Tiger. That night, they begin faux road work outside the House of the Tiger so as to mask the rotor noise from Bond's Heli-pack as he dropped onto a balcony inside the House walls.
Bond quickly finds Fatima, but they are cornered by Shirkahn, the House's security tiger. Bond is able to hold it off by lighting a curtain on fire and using the blaze to block the tiger in the room before closing the door. As they leave, they realize that the House of the Tiger is completely deserted, and Fatima informs James that she had heard guards saying that Huliraya was leaving by sea. After working with the other freedom fighters to find an oil tanker named Shirkahn, M assigns Bond the task of hijacking the tanker to make sure that Huliraya really is Doctor No, and to prevent any more airline disasters.
With the help of a military submarine, Bond poses as a stranded castaway and is taken aboard the Shirkahn before being incapacitated and taken to Huliraya. Bond voices his suspicions about Huliraya's identity, and he reveals himself as Doctor No before taking him to see Fatima being lowered into an on-board shark tank. As the ship passes a fishing boat, Bond and Huliraya go to see Mulroy, who is manning the Hotshot cannon, a solar death beam mounted to the ship's deck that is responsible for downing all of the planes. They then reveal to Bond that the target plane, hosting a middle-east ambassador from the United States, is laced with welding powder that will make breaching the hull much easier for the Hotshot. Bond then dives overboard and is taken up by the submarine. He has the Captain halt the Shirkahn on the grounds that he wants to investigate the Hotshot dish on the deck, while they transmit a warning to the jetliner with the ambassador. The pilot turns the plane around, preventing their demise. Bond then flies to the Shirkahn with his Heli-pack and saved Khalid, who had been taken to the top deck, and then fired a machine gun through the thin hull of the oil tanker, causing the ship to explode with the accumulated heat of the fuel tank and the Hotshot gun before it could fire on the submarine. M then congratulates Bond when he and Khalid return to land.
"
1027,/wiki/007_Novel_timeline,"This 007 novel timeline is a comprehensive list of important dates in the history of the James Bond literary cannon. It lists all the important events which have taken place in the character's universe by writer Ian Fleming.
Events are split into sections based on when they occurred, first by decade, then year and finally by month.
"
1028,/wiki/FSB_Radio_Operator,"The FSB Radio Operator was a fictional unnamed man who appeared briefly in the 1999 James Bond film The World is not Enough. He was portrayed by actor Kourosh Asad.
This Russian agent is stationed in Istanbul, where the FSB keeps a small station. When M, who is held hostage at that time, manages to connect a locator card with batteries taken from alarm clock, the Russians immediately pick up her signal.
The operator rapidly gets up and hands Bond the exact coordinates of said signal, helping Bond and Valentin Zukovsky find out M's and Elektra King's location.
It is not known whether the operator survives the explosion caused by a bomb planted by Mister Bullion, or not.
"
1029,/wiki/Drake%27s_private_aircraft,"Drake's private aircraft was a fictional two-seat monoplane aircraft owned by industrialist Rafael Drake. The aircraft appears only in the computer version of the 2002 James Bond video-game Nightfire.
Painted red, the aircraft was of conventional low-wing monoplane configuration with a radial engine driving a four-blade propeller and was equipped with retractable landing gear. It had an open cockpit, the pilot and co-pilot being seated in tandem. While attempting to escape with a stolen guidance chip, 007 and Zoe Nightshade discover the aircraft in the primary hanger of Phoenix International's Austrian airfield (which served Drake's castle). With Nightshade at the controls, the pair make a narrow escape from the facility and set course for the Swiss border.
"
1030,/wiki/Auric_Goldfinger_(Gert_Fr%C3%B6be),"Auric Goldfinger was a fictional bullion dealer, jeweler, metallurgist and international gold smuggler. The character was the titular main antagonist of EON Productions' 1964 James Bond film Goldfinger. Portrayed by the late German actor Gert Fröbe (voiced by Michael Collins), he was adapted from the literary character who first appeared in Ian Fleming's 1959 novel. Fröbe's Goldfinger has subsequently appeared in numerous video-games, most notably GoldenEye: Rogue Agent (2004) and 007 Legends (2012).
Arguably the most famous James Bond villain in any film, Goldfinger's obsession is gold. Welcoming any enterprise which will increase his considerable stock, Goldfinger engages in international gold smuggling. Smuggling gold out of Britain, Goldfinger moulds the bodywork of his Rolls Royce in eightee- carat gold, weighing approximately two tons. Making six trips a year to the continent, his men dismantle the vehicle at ""Auric Enterprises, A.G"" in Switzerland. They reduce the gold in a special furnace, which in turn are turned into gold ingots.
A considerably wealthy man, Auric Goldfinger owned many properties throughout the world. Apart from being a legitimate bullion dealer, Goldfinger poses as a legitimate international jeweller. As such, he was legally entitled to operate modest metallurgical installations such as ""Auric Enterprises, A.G"", which he utilzsed in his gold smuggling scheme. An avid golfer who plays with a Slazenger 1 golf ball, Goldfinger owns the golf club where he and 007 play a high-stakes game. He is defeated by Bond, however, when he is tricked by Bond after attempting to cheat. Goldfinger also owned a farm in Kentucky that was used for horse breeding called ""Auric Stud"".
At first, Bond thinks that Goldfinger was planning to steal the gold, but after having a drink with Goldfinger (who said that he had no intention in stealing the gold), Bond soon learns that Goldfinger actually intends to destroy Fort Knox with an atomic bomb made from China (on behalf of Mr. Ling, Goldfinger's nuclear specialist from China), which would render the gold useless and validate Goldfinger's value of gold, thus making him the richest man in the world. To ensure that his plan would be successful, Goldfinger plans to have his fellow band of female pilots to spray nerve gas around the vicinity that would kill thousands of citizens, which will allow him and his forces to enter Fort Knox without resistance. He also decides to bring Bond along (as he plans to have him handcuffed to the bomb to finalize his plan).
However, before the plot went into effect, Bond convinced Goldfinger's personal pilot Pussy Galore to help him thwart Goldfinger's plans. To that end, she secretly called Washington and switched the nerve gas to a more harmless one that would send citizens into a temporary sleep. At Fort Knox, Goldfinger has Bond strapped to the bomb and bids him farewell before learning out in horror that several U.S. soldiers have arrived to the scene. Posing as a U.S. army officer, Goldfinger betrays Mr. Ling by shooting him and Oddjob and Kisch by trapping them inside the vault with the bomb. Goldinger manages to escape after shooting down several U.S. soldiers while Oddjob stays behind to ensure that Goldfinger's plan must succeed, even at the cost of his life and killing Kisch to ensure that no one disarms the bomb.
Though Bond manages to finish off Oddjob by electrocuting him, he has trouble trying to disarm the bomb. After the U.S. soldiers manage to finish the rest of Goldfinger's men, they get in their bomb expert to successfully disarm the bomb for good, thus foiling Goldfinger's plot. After the battle is won, Bond is sent to Washington in a private jet to meet the president, only to find out that Goldfinger has boarded the plane earlier, left the tied-up pilots in the hangar and had Miss Galore pilot the jet. Goldfinger plans to finish off both Bond and Galore for ruining his plans, but during a moment of carelessness, Goldfinger is attacked by Bond and the two fight in the airplane. During the fight, Goldfinger accidentally shoots a window of the cabin and is sucked out of the plane before falling to his death.
Goldfinger appears as a playable multiplayer character in Nightfire and GoldenEye 007.
In a continuity separate from any established canon, Auric Goldfinger was a criminal in an unnamed organization run by Ernst Stavro Blofeld. At some point the Secret Intelligence Service became aware of him, and began to use him in their training scenarios as the mastermind behind a scheme to destroy the global economy by irradiating the gold at Fort Knox. At some point, he extended an offer to join his services to an unnamed SIS agent. After a failed attempt at revenge on Goldfinger's coincidental rival Dr. Julius No, Goldfinger enlisted the agent, now christened GoldenEye, to secure the OMEN (Organic Mass Energy Neutralizer) device that Goldfinger's scientists had created at The Octopus, where he was met by No's forces, attempting to steal the device. Goldfinger planned to use The OMEN against Dr. No. He was eventually killed when GoldenEye and Scaramanga discovered his betrayal and used the OMEN against him.
The character also appeared in the 2012 video game 007 Legends, with the likeness of Gert Fröbe and voiced by Timothy Watson (who also provides the voice of Daniel Craig's Bond).
Despite his jovial, polite and smiling appearance, Auric Goldfinger is in reality an extremely cruel, sadistic, ruthless, threatening, dangerous and anti-competitive businessman and criminal, ready to use any means necessary to achieve his ends, even to the point of manipulating world powers such as Communist China and the American gangster group. He is also remarkably cautious and calculating, carefully planning every detail of his plans and developing alternatives in case of problems, never leaving anything to chance, as the complexity of Operation Grand Slam shows. Moreover, when his plans are foiled by a recalcitrant enemy, Goldfinger is determined to pursue him relentlessly to make him pay for his actions, as he tried again to kill Bond after his plan failed. Intolerant of failure and insubordination, he has a habit of executing his own collaborators when they betray him or when they are no longer useful to him (as was the case with Jill Masterson and the aforementioned gangsters) and is willing to sacrifice even his most loyal henchmen, such as Oddjob and Kisch, if it will further his plans, having left them locked in the Fort Knox vault with Bond and the bomb in order to facilitate his escape. Goldfinger finally has a compulsive need to win at all costs and is therefore merciless to anyone, including Bond, who has the audacity to stand in his way.
His first name, Auric, is an adjective meaning of gold. Ian Fleming chose the name to commemorate the architect Erno Goldfinger who had built his home in Hampstead next door to Fleming; Fleming disliked Goldfinger's style of architecture and destruction of Victorian terraces and decided to name a memorable villain after him. The architect was not pleased to find the character sharing his name and contacted his lawyers; he eventually settled for, among other things, the promise that the character's first name Auric would always be used.
"
1031,/wiki/Aaron_Abernathy,"Aaron ""Ron"" Abernathy was a fictional Loyalist drug dealer and associate of Ulster Volunteer Force (UVF) leader, Sammy Wells. The character served as an ally in Dynamite Entertainment's 2018 spin-off comic James Bond: M.
Aaron Abernathy was a Loyalist drug dealer and associate of paramilitary leader, Sammy Wells. He was also an informant to M, the head of the Secret Intelligence Service (SIS/MI6). In the mid-late 2010s, Wells attempted to blackmail his former British Army subordinate, M, into procuring the details of former IRA members. After a heated argument in the seedy Loyalist bar, The Mad Dog, M arranged a clandestine meeting with Abernathy at their old rendezvous point, the Crown Liquor Saloon on Great Victoria Street in Belfast. Abernathy informed him of Wells' intention to sell the IRA information to the highest bidder. At some point after the meeting Abernathy was murdered - presumably by Wells. His death was reported in the News Letter.
"
1032,/wiki/Blofeld_(Telly_Savalas),"Initially a partially unseen character portrayed by Anthony Dawson and Eric Pohlmann (Voice), Blofeld was subsequently played on screen by Donald Pleasence, Telly Savalas and Charles Gray. A final depiction of the character (unnamed for copyright reasons) appeared in the pre-title sequence of For Your Eyes Only, portrayed by John Hollis and voiced by Robert Rietty. Following years of litigation over the ownership of the character, Blofeld was later re-invented for the Daniel Craig continuity of James Bond films (2006-2021), portrayed by Christoph Waltz.
Arriving at an isolated part of the base, Blofeld activates the base's self destruct system before fleeing. Although Blofeld escaped, Bond managed to destroy the rocket remotely before it could capture more astronauts.
Now the subject of an international man-hunt by the British Secret Service titled Operation Bedlam, Blofeld establishes a clinical allergy-research institute atop Piz Gloria in the Swiss Alps. James Bond investigates the office of Swiss lawyer Gumbold, and learns that Blofeld is corresponding with London College of Arms' genealogist Sir Hilary Bray, attempting to claim the aristocratic title ""Comte Balthazar de Bleuchamp"". He ventures to Switzerland posing as Bray to gather intelligence on Blofeld, who has went to the lengths of having his earlobes surgically removed to back-up his claims of nobility. There he learns that Blofeld secretly plans to contaminate and ultimately sterilize the world's food supply using biological warfare, carried by his brainwashed Angels of Death. Blofeld claimed he would not carry out his plan if all his past crimes were pardoned and he is recognised as the current Count de Bleauchamp. Bond tries to trick Blofeld into leaving Switzerland so that MI6 can arrest him without violating Swiss sovereignty. Blofeld refuses and Bond is eventually caught by henchwoman Irma Bunt. Blofeld reveals that he identified Bond after his attempt to lure him out of Switzerland, and tells his men to take the agent away. Bond eventually makes his escape by skiing down Piz Gloria while Blofeld and his men give chase.
Aided by his future wife, Tracy, the next morning their flight resumes. However, they are intercepted by Blofeld, who sets off an avalanche; resulting in Tracy's capture, while Bond is buried but manages to escape. M tells 007 that Blofeld's ransom will be paid and forbids him to mount a rescue mission. Bond then enlists Marc-Ange Draco and his Unione Corse forces to attack Piz Gloria, while also rescuing Tracy from Blofeld's captivity. The facility is destroyed, and Blofeld escapes the destruction alone in a bobsleigh, with Bond pursuing him. The chase ends when Blofeld becomes snared in a tree branch, ripping him out of the bobsled and apparently killing him. Subsequently, Bond and Tracy marry in Portugal and pull over to the roadside to remove flowers from the car. As they converse, Blofeld (wearing a neck brace) and Bunt commit a drive-by shooting of the couple's car - with Blofeld driving, and Bunt firing the gun. Bond survives, but Tracy is killed in the attack.
Following the pipeline trail, 007 breaks into Willard Whyte's penthouse apartment only to be unexpectedly confronted with two identical Blofelds (who uses an electronic device to sound like Whyte). Bond kills one of the Blofelds, but he turns out to be a look-alike. He is then knocked out by gas, where he is picked up by Blofeld's assassins Mr. Wint and Mr. Kidd and taken out to Las Vegas Valley where he is placed in a pipeline and left to die. Bond escapes and calls Blofeld posing as his right-hand man, Bert Saxby. He finds out Whyte's location and rescues him, but in the meantime Blofeld retreats to his oil platform off the coast of Baja California. In the process of escaping he abducts Bond's smuggler ally, Tiffany Case. With the satellite now in orbit, Blofeld destroys nuclear weapons in China, the Soviet Union and the United States, then proposes an international auction. Bond travels to the oil platform and is captured in an attempt to sabotage the weapon. Shortly afterwards Felix Leiter and the CIA begin a helicopter attack on the rig. In the ensuing chaos Blofeld attempts to escape using a midget submarine, but Bond gains control of the submarine's launch crane and crashes the sub into the control room, causing both the satellite control and the base to be destroyed.
Blofeld evidently survived the attack and resurfaced years later (dialogue in Marvel's comic adaptation would suggest 10 years after their last encounter) with a plan to exact revenge on his old adversary, James Bond, for foiling his plans and causing the downfall of his criminal organisation. Now wheelchair-bound, bald and wearing a neck-brace, Blofeld rigs a ""Universal Exports""-emblazoned Bell 206 helicopter with remote control hardware and remotely electrocutes the pilot after he collects 007. Taking control of the aircraft over a London gasworks, Blofeld toys with Bond before attempting to crash the flying death-trap in a warehouse. However, 007 regains control of the aircraft and impales Blofeld's wheelchair on its landing gear, lifting the villain into the skies. After toying with his nemesis, Bond drops the pleading Blofeld down a tall industrial chimney stack, killing him from the impact, avenging Tracy's death.
Ernst Stavro Blofeld's personality, in its authoritarian and inhuman megalomania, fits perfectly in the line of such infamous historical names as Julius Caesar, Napoleon, Hitler or Stalin. Despite his absolutely ruthless character, he possessed an exceptionally calm and calculating mind, always acting in a thoughtful manner and leaving nothing to chance.
Although Blofeld was more of a strategist and a master thinker in the background, he was not afraid to personally intervene in the battle if necessary. However, he was most courageous when surrounded by a sufficiently large armed bodyguard, otherwise he cultivated a rather defensive fighting style, whose main goal was his safe escape. He also was a self-concerned megalomaniac who only cared about results, profit, power, and world domination, no matter how many henchmen he needs to sacrifice or innocent lives need to be lost in the process.
Even with several other Bond villains with massive attempted body counts, Blofeld’s plots were easily among the worst and most destructive in the franchise, having threatened millions of innocent lives and planned widespread, irreparable destruction, all stemming from megalomania and other purely selfish reasons without the faintest notion of good intentions.
Although not present in the novel, Blofeld makes his first on-screen appearance in From Russia with Love, portrayed by Anthony Dawson and voiced by Eric Pohlmann. Both men remained uncredited, the end credits listed a question mark instead of an actor’s name. In this appearance his face is not seen and only his lower body is visible as he strokes his trademark white cat, discussing a plan to avenge the death of their member Doctor Julius No by setting a trap that will put Bond and Russian agent Tatiana Romanova in a position where it will appear that they killed each other while escaping to escalate tensions in the Cold War. After being absent from Goldfinger, Blofeld returned in Thunderball.
Right before Blofeld is killed, he begs to Bond to spare him, and cryptically bribes him with a delicatessen in stainless steel. This line had been added in by the producer of the film, Albert R. Broccoli, as a throwback to Mafia slang for a very cushy bribe used during the time and place he was growing up in (as at the time, having a delicatessen in stainless steel was considered luxurious especially if the owner was a street vendor).
The classic depiction of Blofeld has appeared in a number of James Bond video games as a playable multiplayer character. His first appearance was in the 2004 first-person shooter video game GoldenEye: Rogue Agent, developed by EA LA and published by Electronic Arts. During its development official footage of character renders released by the publisher featured the terrorist leader 'Number One' holding his Persian Cat, with the likeness of Donald Pleasence. Likely due to legalities, in the final product the character's face is obscured, shot from behind and from the neck downwards. Number 1 was voiced by actor Gideon Emery using a similar intonation to Pleasence's portrayal of the character.
Blofeld (classic film continuity)/Gallery
"
